drug,cell_line,gCSI IC50
rapamycin,RPMI 2650,0.1
thapsigargin,RPMI 2650,0.31
vinblastine,RPMI 2650,NaN
vorinostat,RPMI 2650,1.34
bid1870,RPMI-7951,10
bortezomib,RPMI-7951,0.02
crizotinib,RPMI-7951,1
dasatinib,RPMI-7951,0.1
docetaxel,RPMI-7951,0.01
doxorubicin,RPMI-7951,0.15
erlotinib,RPMI-7951,10
gdc0941,RPMI-7951,10
gemcitabine,RPMI-7951,0
irinotecan,RPMI-7951,1.75
lapatinib,RPMI-7951,9.05
ms275,RPMI-7951,0.1
paclitaxel,RPMI-7951,0.01
pd0325901,RPMI-7951,0.4
rapamycin,RPMI-7951,0.1
thapsigargin,RPMI-7951,0.02
vinblastine,RPMI-7951,0.01
vorinostat,RPMI-7951,1.39
bid1870,RPMI 8226,10
bortezomib,RPMI 8226,0.04
crizotinib,RPMI 8226,1
dasatinib,RPMI 8226,NaN
docetaxel,RPMI 8226,0
doxorubicin,RPMI 8226,0.19
erlotinib,RPMI 8226,10
gdc0941,RPMI 8226,10
gemcitabine,RPMI 8226,0.01
irinotecan,RPMI 8226,1.53
lapatinib,RPMI 8226,20
ms275,RPMI 8226,0.1
paclitaxel,RPMI 8226,0.01
pd0325901,RPMI 8226,0.72
rapamycin,RPMI 8226,0.1
thapsigargin,RPMI 8226,0.02
vinblastine,RPMI 8226,NaN
vorinostat,RPMI 8226,0.65
bid1870,RS4;11,NaN
bortezomib,RS4;11,NaN
crizotinib,RS4;11,NaN
dasatinib,RS4;11,NaN
docetaxel,RS4;11,NaN
doxorubicin,RS4;11,NaN
erlotinib,RS4;11,NaN
gdc0941,RS4;11,NaN
gemcitabine,RS4;11,NaN
irinotecan,RS4;11,NaN
lapatinib,RS4;11,NaN
ms275,RS4;11,NaN
paclitaxel,RS4;11,NaN
pd0325901,RS4;11,NaN
rapamycin,RS4;11,NaN
thapsigargin,RS4;11,NaN
vinblastine,RS4;11,NaN
vorinostat,RS4;11,NaN
bid1870,RT-112,10
bortezomib,RT-112,0.01
crizotinib,RT-112,1
dasatinib,RT-112,NaN
docetaxel,RT-112,0
doxorubicin,RT-112,0.24
erlotinib,RT-112,10
gdc0941,RT-112,10
gemcitabine,RT-112,0
irinotecan,RT-112,2.75
lapatinib,RT-112,7.17
ms275,RT-112,0.1
paclitaxel,RT-112,0.01
pd0325901,RT-112,0.08
rapamycin,RT-112,0.1
thapsigargin,RT-112,0.05
vinblastine,RT-112,NaN
vorinostat,RT-112,1.32
bid1870,RT4,10
bortezomib,RT4,0.02
crizotinib,RT4,1
dasatinib,RT4,NaN
docetaxel,RT4,0.03
doxorubicin,RT4,0.96
erlotinib,RT4,10
gdc0941,RT4,10
gemcitabine,RT4,0.01
irinotecan,RT4,3.53
lapatinib,RT4,20
ms275,RT4,0.1
paclitaxel,RT4,0.02
pd0325901,RT4,15.12
rapamycin,RT4,0.1
thapsigargin,RT4,0.04
vinblastine,RT4,NaN
vorinostat,RT4,6.11
bid1870,RVH-421,10
bortezomib,RVH-421,0.04
crizotinib,RVH-421,1
dasatinib,RVH-421,NaN
docetaxel,RVH-421,0.01
doxorubicin,RVH-421,0.42
erlotinib,RVH-421,10
gdc0941,RVH-421,10
gemcitabine,RVH-421,1
irinotecan,RVH-421,8.13
lapatinib,RVH-421,16.46
ms275,RVH-421,0.1
paclitaxel,RVH-421,0.03
pd0325901,RVH-421,0
rapamycin,RVH-421,0.1
thapsigargin,RVH-421,0.15
vinblastine,RVH-421,NaN
vorinostat,RVH-421,2.88
bid1870,S-117,10
bortezomib,S-117,0.06
crizotinib,S-117,1
dasatinib,S-117,NaN
docetaxel,S-117,0.05
doxorubicin,S-117,1.01
erlotinib,S-117,10
gdc0941,S-117,10
gemcitabine,S-117,1
irinotecan,S-117,20
lapatinib,S-117,20
ms275,S-117,0.1
paclitaxel,S-117,0.08
pd0325901,S-117,20
rapamycin,S-117,0.1
thapsigargin,S-117,0.02
vinblastine,S-117,NaN
vorinostat,S-117,3.62
bid1870,SCC-3,10
bortezomib,SCC-3,0.38
crizotinib,SCC-3,0.45
dasatinib,SCC-3,0.1
docetaxel,SCC-3,0.02
doxorubicin,SCC-3,0.12
erlotinib,SCC-3,10
gdc0941,SCC-3,10
gemcitabine,SCC-3,0.01
irinotecan,SCC-3,0.39
lapatinib,SCC-3,20
ms275,SCC-3,0.1
paclitaxel,SCC-3,0.01
pd0325901,SCC-3,20
rapamycin,SCC-3,0.1
thapsigargin,SCC-3,0.1
vinblastine,SCC-3,0.02
vorinostat,SCC-3,1.93
bid1870,SCLC-21H,10
bortezomib,SCLC-21H,0.04
crizotinib,SCLC-21H,1
dasatinib,SCLC-21H,NaN
docetaxel,SCLC-21H,0.02
doxorubicin,SCLC-21H,0.57
erlotinib,SCLC-21H,10
gdc0941,SCLC-21H,10
gemcitabine,SCLC-21H,0.02
irinotecan,SCLC-21H,6.69
lapatinib,SCLC-21H,8.02
ms275,SCLC-21H,0.1
paclitaxel,SCLC-21H,0.04
pd0325901,SCLC-21H,20
rapamycin,SCLC-21H,0.1
thapsigargin,SCLC-21H,0.04
vinblastine,SCLC-21H,NaN
vorinostat,SCLC-21H,1.3
bid1870,SF268,10
bortezomib,SF268,0.03
crizotinib,SF268,1
dasatinib,SF268,0.1
docetaxel,SF268,0.01
doxorubicin,SF268,0.4
erlotinib,SF268,10
gdc0941,SF268,10
gemcitabine,SF268,0.01
irinotecan,SF268,0.96
lapatinib,SF268,8.45
ms275,SF268,0.1
paclitaxel,SF268,0.02
pd0325901,SF268,20
rapamycin,SF268,0.1
thapsigargin,SF268,0.03
vinblastine,SF268,0.02
vorinostat,SF268,1.57
bid1870,SF539,10
bortezomib,SF539,0.02
crizotinib,SF539,1
dasatinib,SF539,0.1
docetaxel,SF539,0
doxorubicin,SF539,0.2
erlotinib,SF539,10
gdc0941,SF539,10
gemcitabine,SF539,0
irinotecan,SF539,1.53
lapatinib,SF539,6.7
ms275,SF539,0.1
paclitaxel,SF539,0.01
pd0325901,SF539,0.81
rapamycin,SF539,0.1
thapsigargin,SF539,0.04
vinblastine,SF539,0.02
vorinostat,SF539,1.34
bid1870,SiHa,10
bortezomib,SiHa,0.04
crizotinib,SiHa,1
dasatinib,SiHa,NaN
docetaxel,SiHa,0.01
doxorubicin,SiHa,0.63
erlotinib,SiHa,10
gdc0941,SiHa,10
gemcitabine,SiHa,1
irinotecan,SiHa,20
lapatinib,SiHa,20
ms275,SiHa,0.1
paclitaxel,SiHa,0.04
pd0325901,SiHa,20
rapamycin,SiHa,0.1
thapsigargin,SiHa,0.32
vinblastine,SiHa,NaN
vorinostat,SiHa,4.08
bid1870,SIMA,10
bortezomib,SIMA,0.02
crizotinib,SIMA,1
dasatinib,SIMA,NaN
docetaxel,SIMA,0.04
doxorubicin,SIMA,0.75
erlotinib,SIMA,10
gdc0941,SIMA,10
gemcitabine,SIMA,0.01
irinotecan,SIMA,0.43
lapatinib,SIMA,20
ms275,SIMA,0.1
paclitaxel,SIMA,0.15
pd0325901,SIMA,1.06
rapamycin,SIMA,0.1
thapsigargin,SIMA,0.18
vinblastine,SIMA,NaN
vorinostat,SIMA,0.74
bid1870,SK-BR-3,10
bortezomib,SK-BR-3,0.05
crizotinib,SK-BR-3,1
dasatinib,SK-BR-3,0.1
docetaxel,SK-BR-3,0.04
doxorubicin,SK-BR-3,0.51
erlotinib,SK-BR-3,10
gdc0941,SK-BR-3,10
gemcitabine,SK-BR-3,1
irinotecan,SK-BR-3,1.53
lapatinib,SK-BR-3,0.4
ms275,SK-BR-3,0.1
paclitaxel,SK-BR-3,0.05
pd0325901,SK-BR-3,20
rapamycin,SK-BR-3,0.1
thapsigargin,SK-BR-3,0.26
vinblastine,SK-BR-3,0.01
vorinostat,SK-BR-3,1.98
bid1870,SK-CO-1,10
bortezomib,SK-CO-1,0.01
crizotinib,SK-CO-1,0.87
dasatinib,SK-CO-1,0.1
docetaxel,SK-CO-1,0.01
doxorubicin,SK-CO-1,0.19
erlotinib,SK-CO-1,10
gdc0941,SK-CO-1,10
gemcitabine,SK-CO-1,0
irinotecan,SK-CO-1,0.36
lapatinib,SK-CO-1,11.25
ms275,SK-CO-1,0.1
paclitaxel,SK-CO-1,0.02
pd0325901,SK-CO-1,0.02
rapamycin,SK-CO-1,0.1
thapsigargin,SK-CO-1,0.05
vinblastine,SK-CO-1,0.07
vorinostat,SK-CO-1,3.83
bid1870,SKG-IIIa,10
bortezomib,SKG-IIIa,0.3
crizotinib,SKG-IIIa,1
dasatinib,SKG-IIIa,NaN
docetaxel,SKG-IIIa,0.3
doxorubicin,SKG-IIIa,2.75
erlotinib,SKG-IIIa,10
gdc0941,SKG-IIIa,10
gemcitabine,SKG-IIIa,1
irinotecan,SKG-IIIa,20
lapatinib,SKG-IIIa,20
ms275,SKG-IIIa,0.1
paclitaxel,SKG-IIIa,3
pd0325901,SKG-IIIa,20
rapamycin,SKG-IIIa,0.1
thapsigargin,SKG-IIIa,0.13
vinblastine,SKG-IIIa,NaN
vorinostat,SKG-IIIa,2.12
bid1870,SK-HEP-1,10
bortezomib,SK-HEP-1,0.04
crizotinib,SK-HEP-1,1
dasatinib,SK-HEP-1,NaN
docetaxel,SK-HEP-1,0.02
doxorubicin,SK-HEP-1,0.28
erlotinib,SK-HEP-1,10
gdc0941,SK-HEP-1,10
gemcitabine,SK-HEP-1,0.02
irinotecan,SK-HEP-1,3.12
lapatinib,SK-HEP-1,20
ms275,SK-HEP-1,0.1
paclitaxel,SK-HEP-1,0.03
pd0325901,SK-HEP-1,2.92
rapamycin,SK-HEP-1,0.1
thapsigargin,SK-HEP-1,0.02
vinblastine,SK-HEP-1,NaN
vorinostat,SK-HEP-1,1.97
bid1870,SKM-1,10
bortezomib,SKM-1,0.02
crizotinib,SKM-1,1
dasatinib,SKM-1,NaN
docetaxel,SKM-1,0.01
doxorubicin,SKM-1,0.1
erlotinib,SKM-1,10
gdc0941,SKM-1,10
gemcitabine,SKM-1,0.01
irinotecan,SKM-1,0.44
lapatinib,SKM-1,20
ms275,SKM-1,0.1
paclitaxel,SKM-1,0.02
pd0325901,SKM-1,0
rapamycin,SKM-1,0.1
thapsigargin,SKM-1,0.03
vinblastine,SKM-1,NaN
vorinostat,SKM-1,0.94
bid1870,SK-MEL-1,10
bortezomib,SK-MEL-1,0.79
crizotinib,SK-MEL-1,1
dasatinib,SK-MEL-1,0.1
docetaxel,SK-MEL-1,0.3
doxorubicin,SK-MEL-1,0.91
erlotinib,SK-MEL-1,10
gdc0941,SK-MEL-1,10
gemcitabine,SK-MEL-1,1
irinotecan,SK-MEL-1,20
lapatinib,SK-MEL-1,20
ms275,SK-MEL-1,0.1
paclitaxel,SK-MEL-1,3
pd0325901,SK-MEL-1,0
rapamycin,SK-MEL-1,0.1
thapsigargin,SK-MEL-1,0.22
vinblastine,SK-MEL-1,0.1
vorinostat,SK-MEL-1,2.45
bid1870,SK-MEL-2,10
bortezomib,SK-MEL-2,0.03
crizotinib,SK-MEL-2,1
dasatinib,SK-MEL-2,NaN
docetaxel,SK-MEL-2,0.3
doxorubicin,SK-MEL-2,0.93
erlotinib,SK-MEL-2,10
gdc0941,SK-MEL-2,10
gemcitabine,SK-MEL-2,1
irinotecan,SK-MEL-2,20
lapatinib,SK-MEL-2,20
ms275,SK-MEL-2,0.1
paclitaxel,SK-MEL-2,3
pd0325901,SK-MEL-2,0.13
rapamycin,SK-MEL-2,0.1
thapsigargin,SK-MEL-2,0.2
vinblastine,SK-MEL-2,NaN
vorinostat,SK-MEL-2,1.64
bid1870,SK-MEL-24,10
bortezomib,SK-MEL-24,0.12
crizotinib,SK-MEL-24,1
dasatinib,SK-MEL-24,NaN
docetaxel,SK-MEL-24,0.1
doxorubicin,SK-MEL-24,0.35
erlotinib,SK-MEL-24,10
gdc0941,SK-MEL-24,10
gemcitabine,SK-MEL-24,0.03
irinotecan,SK-MEL-24,1.37
lapatinib,SK-MEL-24,6.88
ms275,SK-MEL-24,0.1
paclitaxel,SK-MEL-24,0.25
pd0325901,SK-MEL-24,0
rapamycin,SK-MEL-24,0.1
thapsigargin,SK-MEL-24,1
vinblastine,SK-MEL-24,NaN
vorinostat,SK-MEL-24,3.84
bid1870,SK-MEL-28,10
bortezomib,SK-MEL-28,0.02
crizotinib,SK-MEL-28,1
dasatinib,SK-MEL-28,0.1
docetaxel,SK-MEL-28,0.3
doxorubicin,SK-MEL-28,0.5
erlotinib,SK-MEL-28,10
gdc0941,SK-MEL-28,10
gemcitabine,SK-MEL-28,1
irinotecan,SK-MEL-28,20
lapatinib,SK-MEL-28,7.89
ms275,SK-MEL-28,0.1
paclitaxel,SK-MEL-28,0.07
pd0325901,SK-MEL-28,0
rapamycin,SK-MEL-28,0.1
thapsigargin,SK-MEL-28,0.13
vinblastine,SK-MEL-28,0.1
vorinostat,SK-MEL-28,2.31
bid1870,SK-MEL-3,10
bortezomib,SK-MEL-3,0.04
crizotinib,SK-MEL-3,1
dasatinib,SK-MEL-3,NaN
docetaxel,SK-MEL-3,0.3
doxorubicin,SK-MEL-3,0.79
erlotinib,SK-MEL-3,10
gdc0941,SK-MEL-3,10
gemcitabine,SK-MEL-3,1
irinotecan,SK-MEL-3,8.48
lapatinib,SK-MEL-3,20
ms275,SK-MEL-3,0.1
paclitaxel,SK-MEL-3,3
pd0325901,SK-MEL-3,0.03
rapamycin,SK-MEL-3,0.1
thapsigargin,SK-MEL-3,0.07
vinblastine,SK-MEL-3,NaN
vorinostat,SK-MEL-3,1.96
bid1870,SK-MEL-30,10
bortezomib,SK-MEL-30,0.02
crizotinib,SK-MEL-30,1
dasatinib,SK-MEL-30,NaN
docetaxel,SK-MEL-30,0
doxorubicin,SK-MEL-30,0.26
erlotinib,SK-MEL-30,10
gdc0941,SK-MEL-30,10
gemcitabine,SK-MEL-30,0.01
irinotecan,SK-MEL-30,16.71
lapatinib,SK-MEL-30,7.87
ms275,SK-MEL-30,0.1
paclitaxel,SK-MEL-30,0.01
pd0325901,SK-MEL-30,0
rapamycin,SK-MEL-30,0.1
thapsigargin,SK-MEL-30,0.06
vinblastine,SK-MEL-30,NaN
vorinostat,SK-MEL-30,1.57
bid1870,SK-MES-1,10
bortezomib,SK-MES-1,0.27
crizotinib,SK-MES-1,1
dasatinib,SK-MES-1,NaN
docetaxel,SK-MES-1,0.01
doxorubicin,SK-MES-1,0.31
erlotinib,SK-MES-1,0.51
gdc0941,SK-MES-1,10
gemcitabine,SK-MES-1,0.01
irinotecan,SK-MES-1,3.07
lapatinib,SK-MES-1,2.17
ms275,SK-MES-1,0.1
paclitaxel,SK-MES-1,0.02
pd0325901,SK-MES-1,0.34
rapamycin,SK-MES-1,0.1
thapsigargin,SK-MES-1,0.01
vinblastine,SK-MES-1,NaN
vorinostat,SK-MES-1,3.68
bid1870,SK-N-AS,10
bortezomib,SK-N-AS,0.03
crizotinib,SK-N-AS,0.84
dasatinib,SK-N-AS,NaN
docetaxel,SK-N-AS,0.01
doxorubicin,SK-N-AS,0.28
erlotinib,SK-N-AS,10
gdc0941,SK-N-AS,10
gemcitabine,SK-N-AS,0
irinotecan,SK-N-AS,2.09
lapatinib,SK-N-AS,7.9
ms275,SK-N-AS,0.1
paclitaxel,SK-N-AS,0.02
pd0325901,SK-N-AS,0.01
rapamycin,SK-N-AS,0.1
thapsigargin,SK-N-AS,0.03
vinblastine,SK-N-AS,NaN
vorinostat,SK-N-AS,0.49
bid1870,SK-N-BE(2),10
bortezomib,SK-N-BE(2),0.04
crizotinib,SK-N-BE(2),1
dasatinib,SK-N-BE(2),NaN
docetaxel,SK-N-BE(2),0.01
doxorubicin,SK-N-BE(2),2.48
erlotinib,SK-N-BE(2),10
gdc0941,SK-N-BE(2),10
gemcitabine,SK-N-BE(2),1
irinotecan,SK-N-BE(2),20
lapatinib,SK-N-BE(2),20
ms275,SK-N-BE(2),0.1
paclitaxel,SK-N-BE(2),0.02
pd0325901,SK-N-BE(2),20
rapamycin,SK-N-BE(2),0.1
thapsigargin,SK-N-BE(2),0.07
vinblastine,SK-N-BE(2),NaN
vorinostat,SK-N-BE(2),1.33
bid1870,SK-N-DZ,10
bortezomib,SK-N-DZ,0.05
crizotinib,SK-N-DZ,1
dasatinib,SK-N-DZ,NaN
docetaxel,SK-N-DZ,0.03
doxorubicin,SK-N-DZ,2.98
erlotinib,SK-N-DZ,10
gdc0941,SK-N-DZ,10
gemcitabine,SK-N-DZ,1
irinotecan,SK-N-DZ,20
lapatinib,SK-N-DZ,20
ms275,SK-N-DZ,0.1
paclitaxel,SK-N-DZ,0.06
pd0325901,SK-N-DZ,0.1
rapamycin,SK-N-DZ,0.1
thapsigargin,SK-N-DZ,0.1
vinblastine,SK-N-DZ,NaN
vorinostat,SK-N-DZ,0.18
bid1870,SK-N-FI,10
bortezomib,SK-N-FI,0.03
crizotinib,SK-N-FI,1
dasatinib,SK-N-FI,NaN
docetaxel,SK-N-FI,0.12
doxorubicin,SK-N-FI,2.4
erlotinib,SK-N-FI,10
gdc0941,SK-N-FI,10
gemcitabine,SK-N-FI,1
irinotecan,SK-N-FI,12.33
lapatinib,SK-N-FI,20
ms275,SK-N-FI,0.1
paclitaxel,SK-N-FI,0.24
pd0325901,SK-N-FI,1.6
rapamycin,SK-N-FI,0.1
thapsigargin,SK-N-FI,0.12
vinblastine,SK-N-FI,NaN
vorinostat,SK-N-FI,1.43
bid1870,SK-N-SH,10
bortezomib,SK-N-SH,0.02
crizotinib,SK-N-SH,0.44
dasatinib,SK-N-SH,NaN
docetaxel,SK-N-SH,0.02
doxorubicin,SK-N-SH,0.09
erlotinib,SK-N-SH,10
gdc0941,SK-N-SH,10
gemcitabine,SK-N-SH,0.01
irinotecan,SK-N-SH,0.34
lapatinib,SK-N-SH,7.7
ms275,SK-N-SH,0.1
paclitaxel,SK-N-SH,0.07
pd0325901,SK-N-SH,2.92
rapamycin,SK-N-SH,0.1
thapsigargin,SK-N-SH,0.06
vinblastine,SK-N-SH,NaN
vorinostat,SK-N-SH,0.67
bid1870,SK-OV-3,10
bortezomib,SK-OV-3,0.09
crizotinib,SK-OV-3,1
dasatinib,SK-OV-3,NaN
docetaxel,SK-OV-3,0.03
doxorubicin,SK-OV-3,0.52
erlotinib,SK-OV-3,10
gdc0941,SK-OV-3,10
gemcitabine,SK-OV-3,0.05
irinotecan,SK-OV-3,3.37
lapatinib,SK-OV-3,20
ms275,SK-OV-3,0.1
paclitaxel,SK-OV-3,0.05
pd0325901,SK-OV-3,20
rapamycin,SK-OV-3,0.1
thapsigargin,SK-OV-3,0.06
vinblastine,SK-OV-3,NaN
vorinostat,SK-OV-3,2
bid1870,SNG-M,10
bortezomib,SNG-M,0.04
crizotinib,SNG-M,1
dasatinib,SNG-M,0.02
docetaxel,SNG-M,0
doxorubicin,SNG-M,0.1
erlotinib,SNG-M,10
gdc0941,SNG-M,10
gemcitabine,SNG-M,0.01
irinotecan,SNG-M,3.51
lapatinib,SNG-M,20
ms275,SNG-M,0.1
paclitaxel,SNG-M,0.01
pd0325901,SNG-M,20
rapamycin,SNG-M,0.1
thapsigargin,SNG-M,0.07
vinblastine,SNG-M,0.01
vorinostat,SNG-M,2.76
bid1870,SNU-16,10
bortezomib,SNU-16,0.01
crizotinib,SNU-16,1
dasatinib,SNU-16,NaN
docetaxel,SNU-16,0
doxorubicin,SNU-16,0.16
erlotinib,SNU-16,10
gdc0941,SNU-16,10
gemcitabine,SNU-16,0.01
irinotecan,SNU-16,1.24
lapatinib,SNU-16,20
ms275,SNU-16,0.1
paclitaxel,SNU-16,0.01
pd0325901,SNU-16,4.84
rapamycin,SNU-16,0.1
thapsigargin,SNU-16,0.03
vinblastine,SNU-16,NaN
vorinostat,SNU-16,1.36
bid1870,SNU-182,10
bortezomib,SNU-182,0.02
crizotinib,SNU-182,1
dasatinib,SNU-182,NaN
docetaxel,SNU-182,0.02
doxorubicin,SNU-182,0.35
erlotinib,SNU-182,10
gdc0941,SNU-182,10
gemcitabine,SNU-182,1
irinotecan,SNU-182,12.41
lapatinib,SNU-182,7.36
ms275,SNU-182,0.1
paclitaxel,SNU-182,0.04
pd0325901,SNU-182,2.23
rapamycin,SNU-182,0.1
thapsigargin,SNU-182,0.06
vinblastine,SNU-182,NaN
vorinostat,SNU-182,3.71
bid1870,SNU-387,10
bortezomib,SNU-387,0.05
crizotinib,SNU-387,1
dasatinib,SNU-387,NaN
docetaxel,SNU-387,0.3
doxorubicin,SNU-387,1.8
erlotinib,SNU-387,10
gdc0941,SNU-387,10
gemcitabine,SNU-387,NaN
irinotecan,SNU-387,20
lapatinib,SNU-387,20
ms275,SNU-387,0.1
paclitaxel,SNU-387,3
pd0325901,SNU-387,2.73
rapamycin,SNU-387,0.1
thapsigargin,SNU-387,1
vinblastine,SNU-387,NaN
vorinostat,SNU-387,4.39
bid1870,SNU-398,10
bortezomib,SNU-398,0.06
crizotinib,SNU-398,0.67
dasatinib,SNU-398,NaN
docetaxel,SNU-398,0
doxorubicin,SNU-398,0.49
erlotinib,SNU-398,10
gdc0941,SNU-398,10
gemcitabine,SNU-398,1
irinotecan,SNU-398,6.69
lapatinib,SNU-398,10.98
ms275,SNU-398,0.1
paclitaxel,SNU-398,0.01
pd0325901,SNU-398,0.99
rapamycin,SNU-398,0.01
thapsigargin,SNU-398,0.03
vinblastine,SNU-398,NaN
vorinostat,SNU-398,1.3
bid1870,SNU-423,10
bortezomib,SNU-423,0.05
crizotinib,SNU-423,1
dasatinib,SNU-423,NaN
docetaxel,SNU-423,0
doxorubicin,SNU-423,0.64
erlotinib,SNU-423,10
gdc0941,SNU-423,10
gemcitabine,SNU-423,0.1
irinotecan,SNU-423,4.44
lapatinib,SNU-423,20
ms275,SNU-423,0.1
paclitaxel,SNU-423,0.01
pd0325901,SNU-423,19.18
rapamycin,SNU-423,0.09
thapsigargin,SNU-423,0.02
vinblastine,SNU-423,NaN
vorinostat,SNU-423,2.13
bid1870,SNU-449,NaN
bortezomib,SNU-449,0.14
crizotinib,SNU-449,1
dasatinib,SNU-449,NaN
docetaxel,SNU-449,0.3
doxorubicin,SNU-449,NaN
erlotinib,SNU-449,10
gdc0941,SNU-449,10
gemcitabine,SNU-449,NaN
irinotecan,SNU-449,20
lapatinib,SNU-449,NaN
ms275,SNU-449,0.1
paclitaxel,SNU-449,3
pd0325901,SNU-449,4.42
rapamycin,SNU-449,0.1
thapsigargin,SNU-449,0.19
vinblastine,SNU-449,NaN
vorinostat,SNU-449,2.9
bid1870,SNU-475,10
bortezomib,SNU-475,0.14
crizotinib,SNU-475,1
dasatinib,SNU-475,NaN
docetaxel,SNU-475,0.02
doxorubicin,SNU-475,1
erlotinib,SNU-475,10
gdc0941,SNU-475,10
gemcitabine,SNU-475,1
irinotecan,SNU-475,8.69
lapatinib,SNU-475,12.34
ms275,SNU-475,0.1
paclitaxel,SNU-475,0.06
pd0325901,SNU-475,20
rapamycin,SNU-475,0.1
thapsigargin,SNU-475,0.11
vinblastine,SNU-475,NaN
vorinostat,SNU-475,5.53
bid1870,SNU-5,NaN
bortezomib,SNU-5,NaN
crizotinib,SNU-5,0.04
dasatinib,SNU-5,NaN
docetaxel,SNU-5,NaN
doxorubicin,SNU-5,NaN
erlotinib,SNU-5,10
gdc0941,SNU-5,NaN
gemcitabine,SNU-5,NaN
irinotecan,SNU-5,NaN
lapatinib,SNU-5,20
ms275,SNU-5,NaN
paclitaxel,SNU-5,0.11
pd0325901,SNU-5,1.53
rapamycin,SNU-5,NaN
thapsigargin,SNU-5,NaN
vinblastine,SNU-5,NaN
vorinostat,SNU-5,NaN
bid1870,SNU-C1,10
bortezomib,SNU-C1,0.1
crizotinib,SNU-C1,1
dasatinib,SNU-C1,NaN
docetaxel,SNU-C1,0.3
doxorubicin,SNU-C1,1.7
erlotinib,SNU-C1,10
gdc0941,SNU-C1,10
gemcitabine,SNU-C1,1
irinotecan,SNU-C1,20
lapatinib,SNU-C1,20
ms275,SNU-C1,0.1
paclitaxel,SNU-C1,3
pd0325901,SNU-C1,0.04
rapamycin,SNU-C1,0.1
thapsigargin,SNU-C1,0.27
vinblastine,SNU-C1,NaN
vorinostat,SNU-C1,2.48
bid1870,SR,10
bortezomib,SR,0.02
crizotinib,SR,0.05
dasatinib,SR,0.1
docetaxel,SR,0
doxorubicin,SR,0.04
erlotinib,SR,10
gdc0941,SR,10
gemcitabine,SR,0.01
irinotecan,SR,0.13
lapatinib,SR,13.44
ms275,SR,0.1
paclitaxel,SR,0.01
pd0325901,SR,20
rapamycin,SR,0
thapsigargin,SR,0.03
vinblastine,SR,0
vorinostat,SR,0.43
bid1870,SU.86.86,10
bortezomib,SU.86.86,0.04
crizotinib,SU.86.86,1
dasatinib,SU.86.86,NaN
docetaxel,SU.86.86,0.01
doxorubicin,SU.86.86,0.78
erlotinib,SU.86.86,10
gdc0941,SU.86.86,10
gemcitabine,SU.86.86,1
irinotecan,SU.86.86,4.99
lapatinib,SU.86.86,20
ms275,SU.86.86,0.1
paclitaxel,SU.86.86,0.03
pd0325901,SU.86.86,20
rapamycin,SU.86.86,0.1
thapsigargin,SU.86.86,0.02
vinblastine,SU.86.86,NaN
vorinostat,SU.86.86,4.07
bid1870,SU-DHL-1,10
bortezomib,SU-DHL-1,0.01
crizotinib,SU-DHL-1,0.11
dasatinib,SU-DHL-1,0.1
docetaxel,SU-DHL-1,0
doxorubicin,SU-DHL-1,0.05
erlotinib,SU-DHL-1,10
gdc0941,SU-DHL-1,10
gemcitabine,SU-DHL-1,0
irinotecan,SU-DHL-1,0.28
lapatinib,SU-DHL-1,9.18
ms275,SU-DHL-1,0.1
paclitaxel,SU-DHL-1,0.01
pd0325901,SU-DHL-1,0.95
rapamycin,SU-DHL-1,0.1
thapsigargin,SU-DHL-1,0.04
vinblastine,SU-DHL-1,0.01
vorinostat,SU-DHL-1,1.43
bid1870,SU-DHL-10,10
bortezomib,SU-DHL-10,0.13
crizotinib,SU-DHL-10,1
dasatinib,SU-DHL-10,NaN
docetaxel,SU-DHL-10,0
doxorubicin,SU-DHL-10,0.1
erlotinib,SU-DHL-10,10
gdc0941,SU-DHL-10,10
gemcitabine,SU-DHL-10,0
irinotecan,SU-DHL-10,1.04
lapatinib,SU-DHL-10,20
ms275,SU-DHL-10,0.1
paclitaxel,SU-DHL-10,0
pd0325901,SU-DHL-10,20
rapamycin,SU-DHL-10,NaN
thapsigargin,SU-DHL-10,0.06
vinblastine,SU-DHL-10,NaN
vorinostat,SU-DHL-10,0.58
bid1870,SU-DHL-4,10
bortezomib,SU-DHL-4,0.02
crizotinib,SU-DHL-4,1
dasatinib,SU-DHL-4,0.01
docetaxel,SU-DHL-4,0
doxorubicin,SU-DHL-4,0.06
erlotinib,SU-DHL-4,10
gdc0941,SU-DHL-4,0.02
gemcitabine,SU-DHL-4,0
irinotecan,SU-DHL-4,0.75
lapatinib,SU-DHL-4,8.52
ms275,SU-DHL-4,0.1
paclitaxel,SU-DHL-4,0
pd0325901,SU-DHL-4,20
rapamycin,SU-DHL-4,0
thapsigargin,SU-DHL-4,0.04
vinblastine,SU-DHL-4,0.01
vorinostat,SU-DHL-4,0.54
bid1870,SU-DHL-6,10
bortezomib,SU-DHL-6,0.01
crizotinib,SU-DHL-6,1
dasatinib,SU-DHL-6,0
docetaxel,SU-DHL-6,0
doxorubicin,SU-DHL-6,0.26
erlotinib,SU-DHL-6,10
gdc0941,SU-DHL-6,0.03
gemcitabine,SU-DHL-6,0.01
irinotecan,SU-DHL-6,0.57
lapatinib,SU-DHL-6,7.5
ms275,SU-DHL-6,0.1
paclitaxel,SU-DHL-6,0
pd0325901,SU-DHL-6,20
rapamycin,SU-DHL-6,0
thapsigargin,SU-DHL-6,0.02
